,Demand,Solar,Wind,Hydro
08-10 13:00:00+02:00,8257.972788,2327.3,3.01,671
08-10 14:00:00+02:00,8497.493696,2112.2,9.51,664.4
08-10 15:00:00+02:00,8619.738239,1639.9,6.81,673
08-10 16:00:00+02:00,8593.254739,1008.71,12.01,690.8
08-10 17:00:00+02:00,8352.70211,331.79,7,676
08-10 18:00:00+02:00,8088.596739,0.57,12.21,663.6
08-10 19:00:00+02:00,8011.00376,0.57,14.82,604.6
08-10 20:00:00+02:00,7697.909003,0.57,10.72,485.6
08-10 21:00:00+02:00,7239.251779,0.57,4.6,324.6
08-10 22:00:00+02:00,6800.721182,0.57,2.72,295.8
08-10 23:00:00+02:00,6486.035328,0.57,3.92,245.4
08-11 00:00:00+02:00,6240.870998,0.57,3.72,268.8
08-11 01:00:00+02:00,6103.597676,0.57,5.82,279.8
08-11 02:00:00+02:00,6029.954697,0.57,7.21,295
08-11 03:00:00+02:00,6050.877251,0.57,20.01,294.4
08-11 04:00:00+02:00,6155.424668,0.57,109.82,283.4
08-11 05:00:00+02:00,6286.746886,328.24,97.22,476.6
08-11 06:00:00+02:00,6621.460424,888.2,55.71,486
08-11 07:00:00+02:00,7034.849315,1420.3,47.22,415
08-11 08:00:00+02:00,7452.109905,1852.7,31.33,527.2
08-11 09:00:00+02:00,7863.397838,2076.7,22.2,555.6
08-11 10:00:00+02:00,8243.266668,2189.1,76.2,541.2
08-11 11:00:00+02:00,8595.84996,2255.3,262.8,562.4
08-11 12:00:00+02:00,8890.155036,2281.3,122.2,662.4
08-11 13:00:00+02:00,9180.795508,2103.5,108.6,671.2
08-11 14:00:00+02:00,9365.837861,2047.9,125.9,742.6
08-11 15:00:00+02:00,9446.887539,1743.8,358.2,753.2
08-11 16:00:00+02:00,9325.023936,1197.81,309.3,754.2
08-11 17:00:00+02:00,8945.879022,397.65,122.6,737
08-11 18:00:00+02:00,8625.225296,0.57,92.11,666.8
08-11 19:00:00+02:00,8497.650185,0.57,141.9,670.8
08-11 20:00:00+02:00,8086.794289,0.57,788.7,562.8
08-11 21:00:00+02:00,7525.204193,0.57,808.1,564.4
08-11 22:00:00+02:00,7030.007429,0.57,1143.4,375.6
08-11 23:00:00+02:00,6666.260351,0.57,666.2,277.8
08-12 00:00:00+02:00,6403.544761,0.57,912.7,251.6
08-12 01:00:00+02:00,6240.257307,0.57,734.2,315.8
08-12 02:00:00+02:00,6134.860277,0.57,1139.8,238.8
08-12 03:00:00+02:00,6114.008993,0.57,1690.8,278.2
08-12 04:00:00+02:00,6183.905402,0.57,1901.9,273.8
08-12 05:00:00+02:00,6282.601753,294.96,1482.9,291
08-12 06:00:00+02:00,6563.594611,867.1,1505.4,422
08-12 07:00:00+02:00,6970.265842,1458.5,1451.6,606.6
08-12 08:00:00+02:00,7407.63375,1831.4,1198.8,605.8
08-12 09:00:00+02:00,7866.881646,2074.5,1105.6,733.4
08-12 10:00:00+02:00,8319.69957,2230.7,1019.4,731.8
08-12 11:00:00+02:00,8786.486373,2319.4,853.7,742.4
08-12 12:00:00+02:00,9231.538103,2276.3,808.5,850.4
08-12 13:00:00+02:00,9551.323208,2145.3,804.9,873
08-12 14:00:00+02:00,9803.846674,1925.5,791.6,871.6
08-12 15:00:00+02:00,9863.957355,1666.8,856.3,882.2
08-12 16:00:00+02:00,9646.530114,1149.7,916.7,795.2
08-12 17:00:00+02:00,9251.576437,353.41,932.8,713.2
08-12 18:00:00+02:00,8932.256776,0.57,1181.5,673
08-12 19:00:00+02:00,8800.179047,0.57,1189.6,468.6
08-12 20:00:00+02:00,8366.332319,0.57,1202.1,419.4
08-12 21:00:00+02:00,7771.338439,0.57,1555.21,393.2
08-12 22:00:00+02:00,7250.126735,0.57,1607.5,311.2
08-12 23:00:00+02:00,6860.592125,0.57,1657.4,310
08-13 00:00:00+02:00,6569.213152,0.57,1458.6,274.4
08-13 01:00:00+02:00,6389.147014,0.57,1455.6,272
08-13 02:00:00+02:00,6290.934293,0.57,1437.9,291.6
08-13 03:00:00+02:00,6280.123279,0.57,1341.51,277.6
08-13 04:00:00+02:00,6361.366116,0.57,1358.11,278
08-13 05:00:00+02:00,6460.906997,329.65,1313.01,281.6
08-13 06:00:00+02:00,6731.015056,916.6,1134.71,345.8
08-13 07:00:00+02:00,7095.969874,1528.4,718.41,431
08-13 08:00:00+02:00,7499.313569,1926.1,316.12,574.4
08-13 09:00:00+02:00,7966.267689,2141.5,166.22,636.6
08-13 10:00:00+02:00,8433.057869,2288.3,103.62,724.6
08-13 11:00:00+02:00,8761.392927,2298.2,105.71,764.8
08-13 12:00:00+02:00,9283.717921,2189.9,40.81,764.8
08-13 13:00:00+02:00,9673.525434,2035.4,16.92,834.6
08-13 14:00:00+02:00,9989.684658,1794,3.22,867.8
08-13 15:00:00+02:00,9876.823635,1618.1,0.04,865.6
08-13 16:00:00+02:00,9596.803561,1094.84,0.04,708.6
08-13 17:00:00+02:00,9045.338694,353.4,229.01,551.2
08-13 18:00:00+02:00,8842.197151,0.57,278.51,430.4
08-13 19:00:00+02:00,8750.00424,0.57,242.91,340.8
08-13 20:00:00+02:00,8340.30805,0.57,290.4,283.4
08-13 21:00:00+02:00,7799.384668,0.57,409.8,282.2
08-13 22:00:00+02:00,7243.936633,0.57,374.8,270.6
08-13 23:00:00+02:00,6853.864821,0.57,334,287.4
08-14 00:00:00+02:00,6584.627991,0.57,289.3,284.6
08-14 01:00:00+02:00,6414.727156,0.57,236.8,281
08-14 02:00:00+02:00,6330.005614,0.57,525.2,249.4
08-14 03:00:00+02:00,6332.920406,0.57,532.11,243
08-14 04:00:00+02:00,6425.517958,0.57,424.4,252.4
08-14 05:00:00+02:00,6537.069877,331.48,332.4,306.8
08-14 06:00:00+02:00,6855.144187,934,316.6,319.2
08-14 07:00:00+02:00,7342.474204,1527.6,248.31,357.8
08-14 08:00:00+02:00,7793.5253,1897.7,91.32,478
08-14 09:00:00+02:00,8253.157675,2079.4,26.11,575.8
08-14 10:00:00+02:00,8701.154135,2154.7,0.33,696.8
08-14 11:00:00+02:00,9177.78869,2153.4,0.04,767
08-14 12:00:00+02:00,9580.71965,2022.8,2.73,876
08-14 13:00:00+02:00,9883.442124,1733.4,18.22,868.8
08-14 14:00:00+02:00,10069.84156,1521.8,5.01,861
08-14 15:00:00+02:00,10074.52485,1377.42,153.51,779.6
08-14 16:00:00+02:00,9786.416057,956.02,196.21,684.6
08-14 17:00:00+02:00,9222.653268,324.12,676.4,674
08-14 18:00:00+02:00,8911.825613,0.57,523.7,523
08-14 19:00:00+02:00,8770.29731,0.57,584.01,513.8
08-14 20:00:00+02:00,8359.128092,0.57,633.2,389
08-14 21:00:00+02:00,7804.86403,0.57,1151.4,343.8
08-14 22:00:00+02:00,7302.056965,0.57,1493.7,303.2
08-14 23:00:00+02:00,6925.668742,0.57,1577.3,312.6
08-15 00:00:00+02:00,6651.217752,0.57,1252,217.4
08-15 01:00:00+02:00,6467.418211,0.57,1300.4,262.6
08-15 02:00:00+02:00,6356.542013,0.57,1553.4,253
08-15 03:00:00+02:00,6348.173751,0.57,1452.7,262
08-15 04:00:00+02:00,6432.792328,0.57,1572.3,238.6
08-15 05:00:00+02:00,6534.381345,290.78,1551.1,275.6
08-15 06:00:00+02:00,6835.995631,871.6,1490.3,278.4
08-15 07:00:00+02:00,7267.785965,1452.7,1384.3,377.8
08-15 08:00:00+02:00,7711.167637,1825.7,1131.2,592.2
08-15 09:00:00+02:00,8161.580963,2073.6,932.8,685.2
08-15 10:00:00+02:00,8686.139852,2206.6,602.7,768.2
08-15 11:00:00+02:00,8943.327672,2251.2,437.8,773.8
08-15 12:00:00+02:00,9244.259398,2118.8,347.7,768.4
08-15 13:00:00+02:00,9540.011711,1961.8,243.7,792.6
08-15 14:00:00+02:00,9728.490129,1736.7,188,766.2
08-15 15:00:00+02:00,9715.126757,1654.4,195.5,676.8
08-15 16:00:00+02:00,9472.583962,1146.5,112.12,648
08-15 17:00:00+02:00,9029.719109,357.31,94.72,506.6
08-15 18:00:00+02:00,8630.86102,0.57,68.32,366.6
08-15 19:00:00+02:00,8497.327324,0.57,43.02,365.4
08-15 20:00:00+02:00,8108.411438,0.57,156.82,339
08-15 21:00:00+02:00,7626.269228,0.57,632.71,262.2
08-15 22:00:00+02:00,7137.059186,0.57,835.71,250.6
08-15 23:00:00+02:00,6713.696163,0.57,852.9,257.4
08-16 00:00:00+02:00,6498.875558,0.57,836.6,207
08-16 01:00:00+02:00,6281.938615,0.57,852.9,215
08-16 02:00:00+02:00,6174.67447,0.57,801.9,243
08-16 03:00:00+02:00,6131.11504,0.57,719.2,243
08-16 04:00:00+02:00,6133.39502,0.57,642.2,265.8
08-16 05:00:00+02:00,6086.443251,328,501.7,282.8
08-16 06:00:00+02:00,6283.676252,936.7,520.8,296.2
08-16 07:00:00+02:00,6467.205341,1555.3,478.6,389.2
08-16 08:00:00+02:00,7112.335721,1941.7,253.71,495.6
08-16 09:00:00+02:00,7441.027084,2183.7,249.11,505.6
08-16 10:00:00+02:00,7764.6396,2329.5,209.51,494
08-16 11:00:00+02:00,8040.054194,2386.8,199.71,511.6
08-16 12:00:00+02:00,8260.452855,2354,142.11,530
08-16 13:00:00+02:00,8500.013074,2231.8,140.31,529.6
08-16 14:00:00+02:00,8645.812803,1968.4,127.81,543.6
08-16 15:00:00+02:00,8686.048612,1700.52,103.12,534.8
08-16 16:00:00+02:00,8560.806529,1154.12,74.1,606.2
08-16 17:00:00+02:00,8173.72465,359.01,30.2,608.6
08-16 18:00:00+02:00,7943.724556,0.57,12.4,511.8
08-16 19:00:00+02:00,7872.536907,0.57,33.81,453
08-16 20:00:00+02:00,7546.880882,0.57,77.61,261
08-16 21:00:00+02:00,7199.541764,0.57,115.82,251.4
08-16 22:00:00+02:00,6828.441147,0.57,95.31,264.2
08-16 23:00:00+02:00,6531.229451,0.57,386.9,296.8
08-17 00:00:00+02:00,6303.333278,0.57,449.1,225.8
08-17 01:00:00+02:00,6145.529163,0.57,346.9,234.6
08-17 02:00:00+02:00,6042.517797,0.57,311.4,221.4
08-17 03:00:00+02:00,5987.44862,0.57,295.8,214.2
08-17 04:00:00+02:00,5965.406346,0.57,336.3,201.4
08-17 05:00:00+02:00,5892.374092,320.32,242.01,229.8
08-17 06:00:00+02:00,6030.821549,926.7,238.1,262.6
08-17 07:00:00+02:00,6337.406713,1543.8,225.8,361.4
08-17 08:00:00+02:00,6704.440597,1926.4,106.21,428.6
08-17 09:00:00+02:00,7106.941936,2176,45.91,491.4
08-17 10:00:00+02:00,7497.436835,2345.3,28.41,514.4
08-17 11:00:00+02:00,7851.456702,2404.3,30.2,515.8
08-17 12:00:00+02:00,8122.315455,2358.8,60.9,540.8
08-17 13:00:00+02:00,8363.263196,2272.9,82.5,550.8
08-17 14:00:00+02:00,8505.820924,2042.4,76,603.4
08-17 15:00:00+02:00,8606.50765,1765.6,54.8,605.2
08-17 16:00:00+02:00,8523.558833,1201.7,52.81,670
08-17 17:00:00+02:00,8300.988458,354.97,61.9,670.4
08-17 18:00:00+02:00,8118.396087,0.57,63.8,575.8
08-17 19:00:00+02:00,8101.651216,0.57,66.4,423
08-17 20:00:00+02:00,7751.456181,0.57,66.8,265.2
08-17 21:00:00+02:00,7293.300006,0.57,51.8,232.6
08-17 22:00:00+02:00,6858.232894,0.57,26.2,233
08-17 23:00:00+02:00,6563.677267,0.57,63.1,225.4
08-18 00:00:00+02:00,6354.615097,0.57,203.4,251
08-18 01:00:00+02:00,6232.6029,0.57,253.8,253.4
08-18 02:00:00+02:00,6159.30147,0.57,282.7,240.2
08-18 03:00:00+02:00,6163.686739,0.57,179.9,261
08-18 04:00:00+02:00,6261.743147,0.57,74.1,247.2
08-18 05:00:00+02:00,6394.450472,328.53,66.3,287
08-18 06:00:00+02:00,6672.631498,959.32,65,376.2
08-18 07:00:00+02:00,7062.556092,1573.8,38.4,373.2
08-18 08:00:00+02:00,7298.688069,1985.4,21.51,418.4
08-18 09:00:00+02:00,7883.96569,2230.9,30.9,566.6
08-18 10:00:00+02:00,8276.282992,2379.6,38.6,578.2
08-18 11:00:00+02:00,8639.196176,2431.1,52.5,583.4
08-18 12:00:00+02:00,8914.440136,2399.3,57.11,653.8
08-18 13:00:00+02:00,9160.887706,2288.9,46.01,659.6
08-18 14:00:00+02:00,9307.324759,1992.2,58.41,650.8
08-18 15:00:00+02:00,9289.928054,1765.8,163.21,659.2
08-18 16:00:00+02:00,8995.387646,1186.9,299.11,658.2
08-18 17:00:00+02:00,8534.243402,346.02,96.51,653
08-18 18:00:00+02:00,8288.651062,0.57,97.8,631.4
08-18 19:00:00+02:00,8182.48343,0.57,237.8,540
08-18 20:00:00+02:00,7804.064171,0.57,352.1,357.4
08-18 21:00:00+02:00,7317.447998,0.57,489.3,370.4
08-18 22:00:00+02:00,6884.180401,0.57,506.9,300.6
08-18 23:00:00+02:00,6549.198732,0.57,288.7,323.4
08-19 00:00:00+02:00,6324.417828,0.57,299.6,317.4
08-19 01:00:00+02:00,6174.788004,0.57,544.3,289.2
08-19 02:00:00+02:00,6088.48515,0.57,817.5,325.8
08-19 03:00:00+02:00,6088.078885,0.57,902.3,322.8
08-19 04:00:00+02:00,6197.438524,0.57,1080.9,323
08-19 05:00:00+02:00,6331.766648,253.44,1160.4,344.6
08-19 06:00:00+02:00,6569.065898,853.01,1189.4,420.4
08-19 07:00:00+02:00,6883.436506,1395.3,1069.1,403.4
08-19 08:00:00+02:00,7184.086706,1811.1,582.9,485
08-19 09:00:00+02:00,7484.898024,2105.7,423,569.8
08-19 10:00:00+02:00,7797.391411,2260,339,533
08-19 11:00:00+02:00,8086.725911,2349.5,230.1,532
08-19 12:00:00+02:00,8365.79762,2358.6,159.31,660.8
08-19 13:00:00+02:00,8628.303648,2259.6,169.6,669.6
08-19 14:00:00+02:00,8822.128911,2018.2,243.3,674.2
08-19 15:00:00+02:00,8904.425909,1764.21,279.8,679.4
08-19 16:00:00+02:00,8774.773909,1191.8,336.2,665.6
08-19 17:00:00+02:00,8433.106963,337.85,144.82,682
08-19 18:00:00+02:00,8230.820838,0.57,196.01,660.2
08-19 19:00:00+02:00,8160.129056,0.57,135.81,670.8
08-19 20:00:00+02:00,7800.832287,0.57,415.4,535.6
08-19 21:00:00+02:00,7282.6414,0.57,523.3,507.8
08-19 22:00:00+02:00,6849.133603,0.57,862.2,357.6
08-19 23:00:00+02:00,6524.362659,0.57,1023.4,256
08-20 00:00:00+02:00,6296.970976,0.57,947.4,237.8
08-20 01:00:00+02:00,6156.293696,0.57,908.9,251.8
08-20 02:00:00+02:00,6078.96869,0.57,810.6,235.4
08-20 03:00:00+02:00,6079.134069,0.57,818.4,257.8
08-20 04:00:00+02:00,6179.129736,0.57,840.5,261.2
08-20 05:00:00+02:00,6312.150323,300.52,807.2,301.8
08-20 06:00:00+02:00,6587.560871,888.81,774.8,412.2
08-20 07:00:00+02:00,6911.481454,1529.7,638.5,559
08-20 08:00:00+02:00,7277.687342,2000.4,348.7,574
08-20 09:00:00+02:00,7629.717305,2233.8,285.5,724.8
08-20 10:00:00+02:00,7980.63525,2399.7,100.61,721.6
08-20 11:00:00+02:00,8261.182819,2470.6,646.8,737.6
08-20 12:00:00+02:00,8548.941621,2442,85.4,770.4
08-20 13:00:00+02:00,8792.487414,2340,440.5,774
08-20 14:00:00+02:00,8965.102011,2140.1,112,733.4
08-20 15:00:00+02:00,8990.753058,1783.6,80.51,727.6
08-20 16:00:00+02:00,8840.307933,1195.8,50.71,736
08-20 17:00:00+02:00,8447.163627,325.35,106.11,620.4
08-20 18:00:00+02:00,8195.900868,0.57,101.8,510.4
08-20 19:00:00+02:00,8106.828494,0.57,103.5,530
08-20 20:00:00+02:00,7743.306435,0.57,262.4,456.4
08-20 21:00:00+02:00,7271.872549,0.57,285.4,379.8
08-20 22:00:00+02:00,6825.458102,0.57,573.9,171
08-20 23:00:00+02:00,6498.202034,0.57,753.7,181
08-21 00:00:00+02:00,6262.847774,0.57,906.4,179.4
08-21 01:00:00+02:00,6125.470594,0.57,1199.7,196.2
08-21 02:00:00+02:00,6042.792681,0.57,1056,193.4
08-21 03:00:00+02:00,6038.266673,0.57,979.7,259
08-21 04:00:00+02:00,6120.86382,0.57,1032.9,211
08-21 05:00:00+02:00,6255.190053,322.43,1026.9,207
08-21 06:00:00+02:00,6519.712577,951.32,1557.7,242.4
08-21 07:00:00+02:00,6876.096506,1582.7,1148.9,363
08-21 08:00:00+02:00,7218.481542,2006,875.6,465.2
08-21 09:00:00+02:00,7573.116617,2248,820.5,568.8
08-21 10:00:00+02:00,7917.556255,2396.8,607.5,625.4
08-21 11:00:00+02:00,8213.518417,2456.1,398.5,629.2
08-21 12:00:00+02:00,8490.568049,2439,170.1,699.4
08-21 13:00:00+02:00,8731.836746,2333,48.71,739.4
08-21 14:00:00+02:00,8896.916574,2127.3,48.01,741
08-21 15:00:00+02:00,8933.374499,1756.1,97.8,724.8
08-21 16:00:00+02:00,8766.979223,1175.3,220.8,730.8
08-21 17:00:00+02:00,8380.873978,311.65,49.71,733.8
08-21 18:00:00+02:00,8114.16367,0.57,80.22,638.2
08-21 19:00:00+02:00,7983.249686,0.57,29.12,616.8
08-21 20:00:00+02:00,7583.331987,0.57,68.7,538.4
08-21 21:00:00+02:00,7091.207391,0.57,31.41,432.8
08-21 22:00:00+02:00,6647.483182,0.57,12.11,277.4
08-21 23:00:00+02:00,6312.250825,0.57,194.81,270.8
08-22 00:00:00+02:00,6086.523315,0.57,130.61,263.4
08-22 01:00:00+02:00,5954.669739,0.57,103.71,237
08-22 02:00:00+02:00,5886.68571,0.57,89.02,282.6
08-22 03:00:00+02:00,5888.537257,0.57,55.91,226.6
08-22 04:00:00+02:00,5970.382222,0.57,42.82,262.6
08-22 05:00:00+02:00,6090.845107,314.1,22.72,234
08-22 06:00:00+02:00,6321.523485,928.7,3.53,316.6
08-22 07:00:00+02:00,6651.65052,1561.9,13.72,403.2
08-22 08:00:00+02:00,7000.501102,1954.6,7.91,522.4
08-22 09:00:00+02:00,7333.339753,2194.8,13.23,582.6
08-22 10:00:00+02:00,7687.773708,2361.2,21.93,656.4
08-22 11:00:00+02:00,8058.101673,2415.8,12.81,668.8
08-22 12:00:00+02:00,8442.190611,2391.2,15.42,706.8
08-22 13:00:00+02:00,8752.92212,2283,41.4,704.4
08-22 14:00:00+02:00,8978.962956,2084.9,61,712
08-22 15:00:00+02:00,9048.866081,1741.9,64.8,711
08-22 16:00:00+02:00,8894.839994,1153.1,71.71,714
08-22 17:00:00+02:00,8494.429218,206.68,70.8,718.8
08-22 18:00:00+02:00,8217.258788,0.57,52.41,679.4
08-22 19:00:00+02:00,8030.004832,0.57,29.1,610
08-22 20:00:00+02:00,7674.576281,0.57,35.2,563.4
08-22 21:00:00+02:00,7219.541824,0.57,29.3,430.2
08-22 22:00:00+02:00,6794.928797,0.57,53.9,261.6
08-22 23:00:00+02:00,6462.618687,0.57,104.9,287.2
08-23 00:00:00+02:00,6214.498896,0.57,150.6,204.2
08-23 01:00:00+02:00,6055.261903,0.57,141.2,194.2
08-23 02:00:00+02:00,5961.374309,0.57,73.1,186.6
08-23 03:00:00+02:00,5912.491769,0.57,60.7,185.4
08-23 04:00:00+02:00,5909.676533,0.57,43.31,203.2
08-23 05:00:00+02:00,5887.219337,313.29,92.41,189.2
08-23 06:00:00+02:00,6062.417317,936.9,86.61,327.8
08-23 07:00:00+02:00,6435.963208,1564.7,79.21,506.4
08-23 08:00:00+02:00,6866.0493,1960.6,43.91,557.2
08-23 09:00:00+02:00,7297.963195,2208.6,12.92,624
08-23 10:00:00+02:00,7692.092808,2364.1,10.42,637
08-23 11:00:00+02:00,8041.137797,2436,8.41,623
08-23 12:00:00+02:00,8326.426586,2411.5,13.4,633.4
08-23 13:00:00+02:00,8571.847049,1975.51,33.71,633.8
08-23 14:00:00+02:00,8763.209966,1771.51,65.91,653.2
08-23 15:00:00+02:00,8820.565808,1683.6,76.71,658.4
08-23 16:00:00+02:00,8724.620479,1150,88.2,723.4
08-23 17:00:00+02:00,8410.135039,198.89,64.5,755.2
08-23 18:00:00+02:00,8157.179674,0.57,83.5,676
08-23 19:00:00+02:00,8026.365662,0.57,64.9,621.6
08-23 20:00:00+02:00,7637.736444,0.57,31.6,605.8
08-23 21:00:00+02:00,7218.760034,0.57,31.7,431.6
08-23 22:00:00+02:00,6853.041917,0.57,20.52,317.2
08-23 23:00:00+02:00,6561.358756,0.57,7.91,249.6
08-24 00:00:00+02:00,6310.896891,0.57,4.31,253.4
08-24 01:00:00+02:00,6154.398422,0.57,3.51,258
08-24 02:00:00+02:00,6039.974367,0.57,8.42,260.8
08-24 03:00:00+02:00,5962.141873,0.57,24.31,271.6
08-24 04:00:00+02:00,5930.698543,0.57,32.31,267.2
08-24 05:00:00+02:00,5855.853574,310.58,32.3,288
08-24 06:00:00+02:00,6001.293332,950.1,31.9,370
08-24 07:00:00+02:00,6309.166721,1570.3,25.51,421.6
08-24 08:00:00+02:00,6669.626911,1974.4,25.81,495
08-24 09:00:00+02:00,7094.328166,2214.3,16.01,656
08-24 10:00:00+02:00,7490.639733,2369.5,6.52,755
08-24 11:00:00+02:00,7870.046164,2433.5,7.72,756.2
08-24 12:00:00+02:00,8204.981733,2406.9,13.11,748.6
08-24 13:00:00+02:00,8508.628566,2302.1,15.3,729
08-24 14:00:00+02:00,8714.527067,2094.3,13.61,737.4
08-24 15:00:00+02:00,8801.529607,1432.11,17.41,725.6
08-24 16:00:00+02:00,8727.591149,1040,19.71,721.8
08-24 17:00:00+02:00,8454.477445,189.13,19.61,721.8
08-24 18:00:00+02:00,8264.487999,0.57,11.2,620.6
08-24 19:00:00+02:00,8121.642804,0.57,32.21,634.8
08-24 20:00:00+02:00,7772.208315,0.57,72.1,601
08-24 21:00:00+02:00,7299.826284,0.57,86,513.2
08-24 22:00:00+02:00,6853.714632,0.57,144,339.8
08-24 23:00:00+02:00,6540.362088,0.57,339.2,273.8
08-25 00:00:00+02:00,6318.077819,0.57,420.6,280.6
08-25 01:00:00+02:00,6170.712232,0.57,342.61,303.4
08-25 02:00:00+02:00,6074.878888,0.57,337.3,262.2
08-25 03:00:00+02:00,6076.665065,0.57,388,269.8
08-25 04:00:00+02:00,6182.93494,0.57,510,311.8
08-25 05:00:00+02:00,6303.807634,302.16,410.1,259.4
08-25 06:00:00+02:00,6599.509637,937.41,255.6,292.4
08-25 07:00:00+02:00,7007.644124,1579,122.8,497.6
08-25 08:00:00+02:00,7453.465483,1972,119,620.6
08-25 09:00:00+02:00,7922.736252,2210.2,47.51,714.6
08-25 10:00:00+02:00,8394.471618,2356,68.1,721.6
08-25 11:00:00+02:00,8865.879726,2403.3,97.8,708.6
08-25 12:00:00+02:00,9277.785051,2387.1,117,724
08-25 13:00:00+02:00,9599.127044,2281.8,133.9,715
08-25 14:00:00+02:00,9792.560826,2086.4,285.5,744.8
08-25 15:00:00+02:00,9798.84167,1319.61,279.8,693.8
08-25 16:00:00+02:00,9570.544421,964.2,318.1,712.4
08-25 17:00:00+02:00,9071.424292,177.37,417.2,690.2
08-25 18:00:00+02:00,8680.477108,0.57,511.1,637.4
08-25 19:00:00+02:00,8455.005108,0.57,768,678.2
08-25 20:00:00+02:00,8003.631669,0.57,1223.2,658
08-25 21:00:00+02:00,7463.930803,0.57,1344.7,540.8
08-25 22:00:00+02:00,6975.749891,0.57,1252,371.2
08-25 23:00:00+02:00,6639.605408,0.57,1125.7,303.6
08-26 00:00:00+02:00,6405.948316,0.57,1111.9,305
08-26 01:00:00+02:00,6257.386716,0.57,992.2,292.2
08-26 02:00:00+02:00,6186.711045,0.57,1389.8,280
08-26 03:00:00+02:00,6182.260097,0.57,1517,286.6
08-26 04:00:00+02:00,6304.586963,0.57,1772.7,325.6
08-26 05:00:00+02:00,6439.967021,294.43,1944.6,411.2
08-26 06:00:00+02:00,6706.011909,929.4,1694.4,482
08-26 07:00:00+02:00,7004.383772,1561.4,1581.8,626.4
08-26 08:00:00+02:00,7394.625747,1963.8,1312.7,580.4
08-26 09:00:00+02:00,7801.167463,2183.9,1071.4,660.2
08-26 10:00:00+02:00,8146.690472,2266.7,1039.3,644.8
08-26 11:00:00+02:00,8734.212389,2234.8,1234.5,694.4
08-26 12:00:00+02:00,9196.139351,2009.2,1587.3,704.2
08-26 13:00:00+02:00,9577.546206,1811.6,1750.6,695.2
08-26 14:00:00+02:00,9811.72514,1599.8,1739.9,685.2
08-26 15:00:00+02:00,9852.427503,1395.4,1792.7,730.2
08-26 16:00:00+02:00,9600.209604,992.32,1828.3,728
08-26 17:00:00+02:00,9137.243078,165.63,1177.4,689
08-26 18:00:00+02:00,8930.1774,0.57,1149.7,604.2
08-26 19:00:00+02:00,8743.823947,0.57,978.9,649.4
08-26 20:00:00+02:00,8295.595315,0.57,1177.6,600.2
08-26 21:00:00+02:00,7748.052464,0.57,1182.8,478.4
08-26 22:00:00+02:00,7234.217943,0.57,1475.9,408
08-26 23:00:00+02:00,6849.737928,0.57,1252.2,279.2
08-27 00:00:00+02:00,6586.605188,0.57,872.6,280
08-27 01:00:00+02:00,6422.241576,0.57,559.9,273.2
08-27 02:00:00+02:00,6336.926706,0.57,586.4,276.8
08-27 03:00:00+02:00,6326.064316,0.57,674.4,238.4
08-27 04:00:00+02:00,6427.525438,0.57,759.5,239.6
08-27 05:00:00+02:00,6560.980746,287.44,775.2,403.4
08-27 06:00:00+02:00,6860.857689,935.6,837.1,546
08-27 07:00:00+02:00,7296.765878,1540.4,818.4,661.8
08-27 08:00:00+02:00,7755.076654,1798.6,427.9,656.2
08-27 09:00:00+02:00,8273.025575,2005.3,438.4,740.4
08-27 10:00:00+02:00,8812.315728,2098.6,325.51,720.2
08-27 11:00:00+02:00,9338.966142,1973.1,323.71,714.2
08-27 12:00:00+02:00,9793.340024,1784.3,446.1,718.8
08-27 13:00:00+02:00,10093.6806,1729,589.1,724.2
08-27 14:00:00+02:00,10260.83596,1595.1,677.1,718.6
08-27 15:00:00+02:00,10179.77507,1508.31,714.6,723.2
08-27 16:00:00+02:00,9921.85439,1025.1,728,734.2
08-27 17:00:00+02:00,9402.044048,155.63,746.1,720.2
08-27 18:00:00+02:00,9153.146182,0.57,637.8,555.8
08-27 19:00:00+02:00,8942.06851,0.57,533.9,545
08-27 20:00:00+02:00,8434.538779,0.57,1124.1,372.6
08-27 21:00:00+02:00,7837.001335,0.57,1455.4,410.8
08-27 22:00:00+02:00,7310.662688,0.57,1904.2,207.6
08-27 23:00:00+02:00,6921.112167,0.57,1842,237.2
08-28 00:00:00+02:00,6636.06593,0.57,1770.6,274.8
08-28 01:00:00+02:00,6458.201936,0.57,1626.2,288.8
08-28 02:00:00+02:00,6347.703685,0.57,1647.3,289.4
08-28 03:00:00+02:00,6337.39576,0.57,1630.7,310.8
08-28 04:00:00+02:00,6435.604487,0.57,1665.4,276
08-28 05:00:00+02:00,6570.908597,277.85,1645.1,300.2
08-28 06:00:00+02:00,6860.759357,895.8,1541.3,353.2
08-28 07:00:00+02:00,7215.468103,1562.5,1142.7,527.2
08-28 08:00:00+02:00,7558.402325,2000,771.6,561.4
08-28 09:00:00+02:00,7879.43007,2264.1,480.4,640.8
08-28 10:00:00+02:00,8166.071579,2402.8,215.91,705
08-28 11:00:00+02:00,8517.524436,2455.1,106.32,718.2
08-28 12:00:00+02:00,8841.68868,2406.7,54.12,722.4
08-28 13:00:00+02:00,9101.29777,2291.9,49.32,750.4
08-28 14:00:00+02:00,9275.879062,2049.6,41.82,727
08-28 15:00:00+02:00,9273.884089,1695.4,36.31,734
08-28 16:00:00+02:00,9048.013031,1076.3,42.41,663.8
08-28 17:00:00+02:00,8583.513342,167.33,29.7,663.6
