,Demand,Solar,Wind,Hydro
07-23 08:00:00+02:00,7745.43977,1929.9,0.04,821
07-23 09:00:00+02:00,8157.657293,1979.3,0.04,837.4
07-23 10:00:00+02:00,8571.353873,2295.7,3.22,837.4
07-23 11:00:00+02:00,8922.147155,2308.2,0.83,803.6
07-23 12:00:00+02:00,9088.920514,1996.01,3.72,826.4
07-23 13:00:00+02:00,9190.784902,2151,4.12,838.2
07-23 14:00:00+02:00,9288.044419,2020.1,12.81,842.8
07-23 15:00:00+02:00,9231.41868,1721.61,14.82,841
07-23 16:00:00+02:00,9032.481856,1243.81,11.2,827.6
07-23 17:00:00+02:00,8686.90133,546.71,6.2,851.2
07-23 18:00:00+02:00,8453.799577,0.57,7.61,756.2
07-23 19:00:00+02:00,8337.261267,0.57,20.11,688
07-23 20:00:00+02:00,8082.321797,0.57,48.21,630.4
07-23 21:00:00+02:00,7639.845137,0.57,335.81,564.6
07-23 22:00:00+02:00,7171.974086,0.57,363.71,429.2
07-23 23:00:00+02:00,6786.071284,0.57,425.51,347
07-24 00:00:00+02:00,6519.194751,0.57,517.3,324.8
07-24 01:00:00+02:00,6317.91252,0.57,493.9,382.6
07-24 02:00:00+02:00,6210.47835,0.57,316,466
07-24 03:00:00+02:00,6194.24408,0.57,178.6,657.2
07-24 04:00:00+02:00,6288.025335,0.57,135,661.2
07-24 05:00:00+02:00,6398.122689,369.54,139.3,741.2
07-24 06:00:00+02:00,6704.647631,945.7,123.5,882
07-24 07:00:00+02:00,7121.80759,1510.8,100.9,831.8
07-24 08:00:00+02:00,7551.089207,1858.3,55.11,855.4
07-24 09:00:00+02:00,7949.420831,2121,50.5,841.6
07-24 10:00:00+02:00,8311.555598,2244.2,29.51,846
07-24 11:00:00+02:00,8727.089778,2202.1,28.7,838
07-24 12:00:00+02:00,9054.66494,2184.4,26.62,833.6
07-24 13:00:00+02:00,9341.330213,2057.7,20.41,817.6
07-24 14:00:00+02:00,9503.488685,1705.2,31.11,753.4
07-24 15:00:00+02:00,9458.81423,1313.5,50.91,755.4
07-24 16:00:00+02:00,9167.707923,969.83,62.3,795.2
07-24 17:00:00+02:00,8836.809029,242.35,49.2,805.4
07-24 18:00:00+02:00,8539.91065,0.57,64.31,805.4
07-24 19:00:00+02:00,8434.802736,0.57,88.9,738
07-24 20:00:00+02:00,8177.220599,0.57,89.4,479
07-24 21:00:00+02:00,7684.249431,0.57,89.3,389.6
07-24 22:00:00+02:00,7207.774969,0.57,113.4,303.6
07-24 23:00:00+02:00,6807.48526,0.57,146.9,296.4
07-25 00:00:00+02:00,6507.347735,0.57,129.5,322.4
07-25 01:00:00+02:00,6313.356763,0.57,152.1,358.4
07-25 02:00:00+02:00,6199.205688,0.57,171.6,436.8
07-25 03:00:00+02:00,6171.78982,0.57,230.1,433.4
07-25 04:00:00+02:00,6230.578625,0.57,219.8,433.4
07-25 05:00:00+02:00,6390.690569,330.76,140.8,465.4
07-25 06:00:00+02:00,6863.228174,892.91,189.6,467.2
07-25 07:00:00+02:00,7397.782015,1429.6,181.2,576
07-25 08:00:00+02:00,7909.209992,1773.5,78.31,679.6
07-25 09:00:00+02:00,8404.497202,2045.4,67.61,772.2
07-25 10:00:00+02:00,8881.372133,2201.4,51.82,814.2
07-25 11:00:00+02:00,9302.419179,2268.7,43.32,821
07-25 12:00:00+02:00,9645.566303,2213.7,41.31,831
07-25 13:00:00+02:00,9911.542796,2094.1,35.11,828.2
07-25 14:00:00+02:00,10077.40931,1818.4,42.71,847
07-25 15:00:00+02:00,9941.642024,1551.5,27.8,848.4
07-25 16:00:00+02:00,9681.013911,1024.01,42.5,840.4
07-25 17:00:00+02:00,9382.767294,393.14,70.9,829.2
07-25 18:00:00+02:00,9120.747723,0.57,103.9,825.8
07-25 19:00:00+02:00,8954.414324,0.57,128.2,692.6
07-25 20:00:00+02:00,8675.067868,0.57,184,612.8
07-25 21:00:00+02:00,8222.775512,0.57,104.2,515.8
07-25 22:00:00+02:00,7716.755339,0.57,131.1,370.4
07-25 23:00:00+02:00,7307.001064,0.57,151.4,289.6
07-26 00:00:00+02:00,7015.696488,0.57,76.5,276
07-26 01:00:00+02:00,6788.469073,0.57,83,292
07-26 02:00:00+02:00,6610.784577,0.57,213.5,293.2
07-26 03:00:00+02:00,6518.676012,0.57,239.2,358.8
07-26 04:00:00+02:00,6471.87979,0.57,226.1,370.4
07-26 05:00:00+02:00,6464.512086,342.11,196.41,538.2
07-26 06:00:00+02:00,6811.313612,813.75,182.11,605.6
07-26 07:00:00+02:00,7372.290814,1039.11,161.9,729.8
07-26 08:00:00+02:00,7895.136827,1547.3,114.4,839.2
07-26 09:00:00+02:00,8261.941464,1884,63.1,852.4
07-26 10:00:00+02:00,8611.339227,2087.6,28.8,862.6
07-26 11:00:00+02:00,8878.734016,2180.7,25.2,859.6
07-26 12:00:00+02:00,9088.414154,2028.7,46.1,834.6
07-26 13:00:00+02:00,9239.555102,1823.7,62.4,842.4
07-26 14:00:00+02:00,9339.598417,1489,97.7,841
07-26 15:00:00+02:00,9422.728956,1639.81,95.3,816
07-26 16:00:00+02:00,9371.846574,1053.81,77.9,776.6
07-26 17:00:00+02:00,9147.383092,372.95,31.21,797.2
07-26 18:00:00+02:00,8968.397822,0.57,32.61,801.4
07-26 19:00:00+02:00,8880.407568,0.57,27.31,680.2
07-26 20:00:00+02:00,8587.350579,0.57,43.7,679.8
07-26 21:00:00+02:00,8171.119586,0.57,110.6,614.6
07-26 22:00:00+02:00,7798.024891,0.57,115.1,418.2
07-26 23:00:00+02:00,7433.299072,0.57,197.8,377.2
07-27 00:00:00+02:00,7097.589612,0.57,608.7,396.4
07-27 01:00:00+02:00,6842.904607,0.57,568.8,361.6
07-27 02:00:00+02:00,6660.50353,0.57,517.3,362.4
07-27 03:00:00+02:00,6542.253265,0.57,417.3,442.8
07-27 04:00:00+02:00,6462.89981,0.57,344.4,470.6
07-27 05:00:00+02:00,6365.03579,317.1,207.9,576.8
07-27 06:00:00+02:00,6574.127107,752.9,178.6,739
07-27 07:00:00+02:00,7073.096705,1211.3,254.41,829
07-27 08:00:00+02:00,7610.027396,1567,31.61,848.2
07-27 09:00:00+02:00,8077.226762,1740.8,47.41,845.2
07-27 10:00:00+02:00,8468.033725,1902.3,8.73,849.6
07-27 11:00:00+02:00,8749.226483,1492.41,6.31,828.2
07-27 12:00:00+02:00,9035.822811,1678.61,6.81,845.8
07-27 13:00:00+02:00,9272.97121,1600.51,6.7,870.4
07-27 14:00:00+02:00,9457.448237,1405.1,16.1,854.4
07-27 15:00:00+02:00,9598.997674,1180.3,23.8,859.8
07-27 16:00:00+02:00,9583.044981,851.2,10.5,847.6
07-27 17:00:00+02:00,9379.084089,176.29,45.11,859
07-27 18:00:00+02:00,9145.530915,0.57,52.41,839
07-27 19:00:00+02:00,9063.932982,0.57,57.41,760.2
07-27 20:00:00+02:00,8754.513691,0.57,80.7,669.8
07-27 21:00:00+02:00,8244.565163,0.57,160.6,434.2
07-27 22:00:00+02:00,7682.937117,0.57,723.1,324.4
07-27 23:00:00+02:00,7286.379987,0.57,681.6,334.4
07-28 00:00:00+02:00,6978.110141,0.57,718.8,404.2
07-28 01:00:00+02:00,6789.460766,0.57,649.6,464.8
07-28 02:00:00+02:00,6670.084327,0.57,728.5,479
07-28 03:00:00+02:00,6644.008882,0.57,859.6,451.8
07-28 04:00:00+02:00,6686.625637,0.57,764.4,527
07-28 05:00:00+02:00,6741.883794,204.56,672.3,575.4
07-28 06:00:00+02:00,7149.20297,623.86,639.7,644.6
07-28 07:00:00+02:00,7662.75146,1048.1,603.9,737.4
07-28 08:00:00+02:00,8203.557756,1345.8,242.41,817.2
07-28 09:00:00+02:00,8715.285949,1665.9,278.61,847.2
07-28 10:00:00+02:00,9158.385397,1898.9,182.31,832.4
07-28 11:00:00+02:00,9555.165722,2059.5,121.11,838
07-28 12:00:00+02:00,9852.206904,2068.7,158.41,858.8
07-28 13:00:00+02:00,10082.73361,2001.1,218.31,842.8
07-28 14:00:00+02:00,10126.4498,1653.5,164.41,846.4
07-28 15:00:00+02:00,10066.6509,1690.3,171.7,843.4
07-28 16:00:00+02:00,9904.819326,1220.6,225.7,870.2
07-28 17:00:00+02:00,9587.179061,488.5,426.1,851.6
07-28 18:00:00+02:00,9318.319535,0.57,393.5,842
07-28 19:00:00+02:00,9254.408349,0.57,314.4,677.4
07-28 20:00:00+02:00,8991.113361,0.57,736.1,548.2
07-28 21:00:00+02:00,8419.829548,0.57,1332.9,425.4
07-28 22:00:00+02:00,7872.83985,0.57,1274.7,334.8
07-28 23:00:00+02:00,7440.698695,0.57,1116.8,312.4
07-29 00:00:00+02:00,7104.047136,0.57,1043.7,393.6
07-29 01:00:00+02:00,6886.353326,0.57,1111.6,459.6
07-29 02:00:00+02:00,6752.438726,0.57,1271.6,456.4
07-29 03:00:00+02:00,6718.865194,0.57,1385.9,442.6
07-29 04:00:00+02:00,6779.791663,0.57,1532.3,567.6
07-29 05:00:00+02:00,6869.267469,378.28,1518.1,677
07-29 06:00:00+02:00,7228.130168,977,1464.8,643.6
07-29 07:00:00+02:00,7675.410588,1545.6,1221,748
07-29 08:00:00+02:00,8143.68818,1891.9,812.8,854.8
07-29 09:00:00+02:00,8596.21762,2087.6,769.71,843.2
07-29 10:00:00+02:00,8889.366558,2238,531.11,828.6
07-29 11:00:00+02:00,9430.649901,2237,429.91,824.2
07-29 12:00:00+02:00,9636.624351,2094.5,328.61,846.8
07-29 13:00:00+02:00,9825.804801,1793.2,287.61,841
07-29 14:00:00+02:00,9844.046389,1573.9,258.52,835.8
07-29 15:00:00+02:00,9702.186906,1757.3,239.12,779.6
07-29 16:00:00+02:00,9477.869336,1244.4,183.61,728.2
07-29 17:00:00+02:00,9150.823086,509.71,278.8,710.6
07-29 18:00:00+02:00,8898.496402,0.57,268,681
07-29 19:00:00+02:00,8714.959635,0.57,303.5,603.8
07-29 20:00:00+02:00,8351.258452,0.57,787.8,494.8
07-29 21:00:00+02:00,7839.654979,0.57,1146.3,413.2
07-29 22:00:00+02:00,7313.376222,0.57,1133.7,299
07-29 23:00:00+02:00,6902.454073,0.57,998,303.6
07-30 00:00:00+02:00,6650.797491,0.57,631.9,400
07-30 01:00:00+02:00,6459.1417,0.57,560.4,416
07-30 02:00:00+02:00,6381.640756,0.57,673.6,387
07-30 03:00:00+02:00,6400.418801,0.57,738.8,366.8
07-30 04:00:00+02:00,6496.430689,0.57,815.7,523.6
07-30 05:00:00+02:00,6600.77541,388.25,839.6,622.2
07-30 06:00:00+02:00,6930.146285,971.7,742.2,725.6
07-30 07:00:00+02:00,7316.855721,1567.6,508.1,753
07-30 08:00:00+02:00,7723.33146,1961.3,235.51,850.6
07-30 09:00:00+02:00,8130.088684,2181.8,207.31,832.4
07-30 10:00:00+02:00,8550.350203,2320.4,163.21,844
07-30 11:00:00+02:00,8953.163647,2404.7,117.81,857.2
07-30 12:00:00+02:00,9268.605113,2395.8,139.41,854.2
07-30 13:00:00+02:00,9493.982272,2290.3,163.21,865.2
07-30 14:00:00+02:00,9623.201343,2090.8,193.42,847.2
07-30 15:00:00+02:00,9561.990277,1399.71,221.82,832.2
07-30 16:00:00+02:00,9433.968624,849.93,208.72,672.2
07-30 17:00:00+02:00,8932.366132,311.27,29.91,506.6
07-30 18:00:00+02:00,8710.870728,0.57,52.81,411.6
07-30 19:00:00+02:00,8655.326085,0.57,69.91,398.4
07-30 20:00:00+02:00,8422.447722,0.57,156.6,312.2
07-30 21:00:00+02:00,7995.693966,0.57,156.3,268.6
07-30 22:00:00+02:00,7536.315314,0.57,416.7,263.8
07-30 23:00:00+02:00,7127.217054,0.57,334.7,255.8
07-31 00:00:00+02:00,6831.060392,0.57,316.6,290.6
07-31 01:00:00+02:00,6626.200572,0.57,304.3,278
07-31 02:00:00+02:00,6519.481094,0.57,204.3,266.2
07-31 03:00:00+02:00,6493.651626,0.57,199.1,253.6
07-31 04:00:00+02:00,6568.706934,0.57,248.8,318
07-31 05:00:00+02:00,6692.752698,329.79,262.7,408.8
07-31 06:00:00+02:00,6977.784287,925.6,251.8,509
07-31 07:00:00+02:00,7362.232565,1517.5,179.6,574.4
07-31 08:00:00+02:00,7717.594544,1899,96.11,756.8
07-31 09:00:00+02:00,8059.114406,2155.7,31.71,757.2
07-31 10:00:00+02:00,8417.555651,2241,17.31,776.8
07-31 11:00:00+02:00,8728.189117,2210.5,19.91,779.8
07-31 12:00:00+02:00,8999.592378,2095.1,63.11,876.6
07-31 13:00:00+02:00,9235.401596,1947.6,86.01,883.6
07-31 14:00:00+02:00,9358.321061,1599.8,114.72,883.2
07-31 15:00:00+02:00,9364.524492,1743.5,156.8,876
07-31 16:00:00+02:00,9250.160932,1246.01,147.3,882.6
07-31 17:00:00+02:00,8946.503919,513.63,225.8,864
07-31 18:00:00+02:00,8648.179435,0.57,233.8,720.8
07-31 19:00:00+02:00,8593.081443,0.57,306.5,612.8
07-31 20:00:00+02:00,8325.390035,0.57,206.8,543.4
07-31 21:00:00+02:00,7843.840506,0.57,638,398
07-31 22:00:00+02:00,7361.35332,0.57,682.6,310.8
07-31 23:00:00+02:00,6970.178866,0.57,480.9,300.4
08-01 00:00:00+02:00,6689.746445,0.57,941.6,309.6
08-01 01:00:00+02:00,6508.830663,0.57,1095.1,332.6
08-01 02:00:00+02:00,6399.859041,0.57,1210.2,378.4
08-01 03:00:00+02:00,6389.631776,0.57,1376.5,443.2
08-01 04:00:00+02:00,6450.033377,0.57,1452.1,441.4
08-01 05:00:00+02:00,6559.77678,374.88,1429.3,529
08-01 06:00:00+02:00,6905.989026,886.04,1412,553.8
08-01 07:00:00+02:00,7322.134604,1380.6,1242.1,647.8
08-01 08:00:00+02:00,7726.744148,1697.4,995.6,742.8
08-01 09:00:00+02:00,8144.762228,1969.3,891.3,739.2
08-01 10:00:00+02:00,8455.854438,2176,757.2,734.8
08-01 11:00:00+02:00,8737.389611,2357.3,666.3,736.4
08-01 12:00:00+02:00,8963.817084,2370.6,659.7,790.6
08-01 13:00:00+02:00,9173.785113,2282,703.2,857.4
08-01 14:00:00+02:00,9230.003147,2069.4,795,875.2
08-01 15:00:00+02:00,9177.235853,1363.33,845,756
08-01 16:00:00+02:00,9004.231041,1028.02,829.7,697.4
08-01 17:00:00+02:00,8707.186697,456.37,756.1,696.8
08-01 18:00:00+02:00,8475.334803,0.57,722.6,578.6
08-01 19:00:00+02:00,8419.831107,0.57,624.4,491.2
08-01 20:00:00+02:00,8137.081909,0.57,686,503.8
08-01 21:00:00+02:00,7706.31941,0.57,744.5,383.2
08-01 22:00:00+02:00,7268.814608,0.57,802.2,287.4
08-01 23:00:00+02:00,6898.961324,0.57,776.8,254.8
08-02 00:00:00+02:00,6802.922277,0.57,740.7,305.6
08-02 01:00:00+02:00,6600.091907,0.57,911,305
08-02 02:00:00+02:00,6452.427522,0.57,952.2,303.4
08-02 03:00:00+02:00,6391.354822,0.57,996.4,263
08-02 04:00:00+02:00,6379.85982,0.57,1016.5,279
08-02 05:00:00+02:00,6347.086175,309.28,985.3,295.8
08-02 06:00:00+02:00,6523.420302,722.03,865.9,306.2
08-02 07:00:00+02:00,6853.090024,1101.01,680.4,482.8
08-02 08:00:00+02:00,7246.90207,1342.2,433.7,667.2
08-02 09:00:00+02:00,7576.492929,1480.2,346.6,743.4
08-02 10:00:00+02:00,7869.943999,1651.8,287.9,835.2
08-02 11:00:00+02:00,8139.188362,1745,279.8,847
08-02 12:00:00+02:00,8345.412865,1854.2,331.6,866
08-02 13:00:00+02:00,8607.702051,1775.1,410.9,866.8
08-02 14:00:00+02:00,8780.405132,1564.1,490.2,868.6
08-02 15:00:00+02:00,8820.939937,1217.33,484.2,868.8
08-02 16:00:00+02:00,8736.192428,951.45,422.1,862.8
08-02 17:00:00+02:00,8502.414029,469.64,326.8,864.2
08-02 18:00:00+02:00,8306.21244,0.57,314,854.6
08-02 19:00:00+02:00,8309.821776,0.57,303.71,700.4
08-02 20:00:00+02:00,8076.396011,0.57,314.7,559.2
08-02 21:00:00+02:00,7721.254435,0.57,453.4,436.8
08-02 22:00:00+02:00,7345.412054,0.57,498.9,271
08-02 23:00:00+02:00,6955.533114,0.57,538.7,298
08-03 00:00:00+02:00,6661.237697,0.57,1317.4,320.8
08-03 01:00:00+02:00,6484.446949,0.57,1644.1,322.2
08-03 02:00:00+02:00,6357.798737,0.57,1691.7,246
08-03 03:00:00+02:00,6272.570128,0.57,1617.5,274
08-03 04:00:00+02:00,6233.612624,0.57,1573.2,309.4
08-03 05:00:00+02:00,6166.048025,292.94,1623.5,453.2
08-03 06:00:00+02:00,6313.973824,734.97,1674.9,524
08-03 07:00:00+02:00,6595.875417,1149.41,1121.5,634.2
08-03 08:00:00+02:00,6934.562013,1376,1135.51,737.6
08-03 09:00:00+02:00,7262.550546,1488.8,878.51,861.8
08-03 10:00:00+02:00,7561.271662,1591.4,525.51,850
08-03 11:00:00+02:00,7830.756336,1639.5,470.71,848.6
08-03 12:00:00+02:00,8030.537172,1619.4,601.31,845.2
08-03 13:00:00+02:00,8238.491058,1594.7,791.1,863.2
08-03 14:00:00+02:00,8392.731214,1452.6,979.7,864.6
08-03 15:00:00+02:00,8466.860426,1344.6,1073.21,856
08-03 16:00:00+02:00,8406.756869,1021.93,1056.41,848.6
08-03 17:00:00+02:00,8217.419902,493.56,352.11,844.4
08-03 18:00:00+02:00,8038.027297,0.57,159.21,860
08-03 19:00:00+02:00,8066.308766,0.57,125.02,807.2
08-03 20:00:00+02:00,7848.381857,0.57,114.92,577.6
08-03 21:00:00+02:00,7465.332061,0.57,453.7,447
08-03 22:00:00+02:00,7036.440764,0.57,538.81,310
08-03 23:00:00+02:00,6712.438777,0.57,462.31,303
08-04 00:00:00+02:00,6483.356012,0.57,346.12,399.4
08-04 01:00:00+02:00,6342.722417,0.57,194.82,394.4
08-04 02:00:00+02:00,6271.105955,0.57,145.22,457.4
08-04 03:00:00+02:00,6276.628328,0.57,128.62,457.8
08-04 04:00:00+02:00,6370.656182,0.57,98.02,458.8
08-04 05:00:00+02:00,6484.489043,372.61,73.01,437.4
08-04 06:00:00+02:00,6750.880394,851.45,73.01,399
08-04 07:00:00+02:00,7107.76984,1283.91,43.61,529.8
08-04 08:00:00+02:00,7449.083344,1487.1,1.92,619.4
08-04 09:00:00+02:00,7766.055392,1272.81,1.93,729.4
08-04 10:00:00+02:00,8087.818975,1615.9,7.92,825.6
08-04 11:00:00+02:00,8382.341549,1779.8,44.51,843.4
08-04 12:00:00+02:00,8630.034062,1767.9,42.51,837.6
08-04 13:00:00+02:00,8857.234514,1791.2,38.31,807
08-04 14:00:00+02:00,9041.641635,1743.8,46.51,852.4
08-04 15:00:00+02:00,9070.731728,1725.71,44.31,838.8
08-04 16:00:00+02:00,8922.035432,1230.32,48.61,847.6
08-04 17:00:00+02:00,8560.933203,477.42,25.91,858.6
08-04 18:00:00+02:00,8293.907296,0.57,27.31,858
08-04 19:00:00+02:00,8275.730099,0.57,39.2,759.6
08-04 20:00:00+02:00,7965.907059,0.57,42.31,700.4
08-04 21:00:00+02:00,7483.816443,0.57,28.61,601.6
08-04 22:00:00+02:00,7017.371092,0.57,31.11,414.6
08-04 23:00:00+02:00,6672.774452,0.57,25.51,374.8
08-05 00:00:00+02:00,6441.505427,0.57,115.4,361.8
08-05 01:00:00+02:00,6287.754173,0.57,72.2,358
08-05 02:00:00+02:00,6200.092812,0.57,107.2,463.8
08-05 03:00:00+02:00,6195.049939,0.57,120.6,493.2
08-05 04:00:00+02:00,6268.627793,0.57,109,487.6
08-05 05:00:00+02:00,6382.563314,338.96,193.3,435.2
08-05 06:00:00+02:00,6676.228732,890.03,239.6,426.8
08-05 07:00:00+02:00,7034.583542,1477.3,292.21,477.6
08-05 08:00:00+02:00,7368.915271,1869.4,246.21,546
08-05 09:00:00+02:00,7688.467966,2100.5,236.51,806.4
08-05 10:00:00+02:00,7988.034424,2323.9,190.81,863.6
08-05 11:00:00+02:00,8280.520389,2409.9,165.8,861
08-05 12:00:00+02:00,8515.671638,2410.7,147.5,859.6
08-05 13:00:00+02:00,8768.072757,2322.4,149.5,862.4
08-05 14:00:00+02:00,8911.551772,2129.7,146.31,861.6
08-05 15:00:00+02:00,8936.770837,1769.6,142.61,868.2
08-05 16:00:00+02:00,8783.591655,1249.02,142.21,875.6
08-05 17:00:00+02:00,8417.6407,471.7,383.3,869.4
08-05 18:00:00+02:00,8125.37264,0.57,525,856.6
08-05 19:00:00+02:00,8080.181548,0.57,562.1,790.6
08-05 20:00:00+02:00,7762.167929,0.57,371.4,604.6
08-05 21:00:00+02:00,7258.85211,0.57,1088.7,398
08-05 22:00:00+02:00,6802.079596,0.57,1021.4,303.2
08-05 23:00:00+02:00,6467.60089,0.57,746.6,290.8
08-06 00:00:00+02:00,6241.386486,0.57,667.4,294
08-06 01:00:00+02:00,6108.20338,0.57,587.3,292
08-06 02:00:00+02:00,6021.954101,0.57,482.3,315.6
08-06 03:00:00+02:00,6038.055525,0.57,509.3,284.8
08-06 04:00:00+02:00,6121.129185,0.57,563.6,442.8
08-06 05:00:00+02:00,6261.008135,375.54,546.9,510.4
08-06 06:00:00+02:00,6530.49296,980.7,552,654.2
08-06 07:00:00+02:00,6907.926573,1566.9,322.1,726.8
08-06 08:00:00+02:00,7276.135488,1987.4,155.82,811.6
08-06 09:00:00+02:00,7660.424035,2236.9,88.03,813.4
08-06 10:00:00+02:00,8068.377186,2377.9,63.61,825.8
08-06 11:00:00+02:00,8478.266657,2440.6,66.71,816.8
08-06 12:00:00+02:00,8790.640288,2388.9,67.51,821.8
08-06 13:00:00+02:00,9103.404267,2289.5,72.81,817.4
08-06 14:00:00+02:00,9305.843547,2140.2,66.91,778.8
08-06 15:00:00+02:00,9373.891584,1768.9,65.41,736.2
08-06 16:00:00+02:00,9204.438164,1253,40.5,671.2
08-06 17:00:00+02:00,8811.279577,473.55,9.63,672.4
08-06 18:00:00+02:00,8442.009967,0.57,12.8,601.6
08-06 19:00:00+02:00,8337.773223,0.57,25.9,526.8
08-06 20:00:00+02:00,8004.891983,0.57,84.11,459.2
08-06 21:00:00+02:00,7465.929885,0.57,32.21,368.8
08-06 22:00:00+02:00,6979.775894,0.57,0.43,322.8
08-06 23:00:00+02:00,6628.748904,0.57,28.83,330.4
08-07 00:00:00+02:00,6385.578987,0.57,167.93,304.4
08-07 01:00:00+02:00,6234.630211,0.57,117.22,282.8
08-07 02:00:00+02:00,6153.457551,0.57,65.02,298
08-07 03:00:00+02:00,6157.276468,0.57,6.42,269.2
08-07 04:00:00+02:00,6239.153429,0.57,51.31,343.6
08-07 05:00:00+02:00,6344.580195,372.53,62.61,398.2
08-07 06:00:00+02:00,6681.253705,991.42,71.31,543.4
08-07 07:00:00+02:00,7076.82949,1602.2,91.61,638
08-07 08:00:00+02:00,7481.849178,1996.1,49.72,751.6
08-07 09:00:00+02:00,7818.610701,2232.8,22.12,820.8
08-07 10:00:00+02:00,8105.864148,2379.5,24.01,795.6
08-07 11:00:00+02:00,8366.703049,2447.2,14.7,805.4
08-07 12:00:00+02:00,8518.204821,2410.6,10.9,783.8
08-07 13:00:00+02:00,8746.081057,2307.5,16.4,798.4
08-07 14:00:00+02:00,8928.171108,2099.6,32.1,801.2
08-07 15:00:00+02:00,8958.063586,1704.31,38.7,834.6
08-07 16:00:00+02:00,8764.715942,1173.52,29.5,817.2
08-07 17:00:00+02:00,8361.933604,425.28,0.23,822
08-07 18:00:00+02:00,8082.639572,0.57,2.31,785
08-07 19:00:00+02:00,8069.864014,0.57,18.5,584.8
08-07 20:00:00+02:00,7770.799539,0.57,21.11,369
08-07 21:00:00+02:00,7334.953363,0.57,28.5,389.2
08-07 22:00:00+02:00,6894.392089,0.57,96.7,494.2
08-07 23:00:00+02:00,6573.927676,0.57,511.91,258
08-08 00:00:00+02:00,6338.585102,0.57,429.2,350.2
08-08 01:00:00+02:00,6198.33354,0.57,330.9,227.2
08-08 02:00:00+02:00,6117.518828,0.57,245.7,224
08-08 03:00:00+02:00,6132.142286,0.57,271.5,223.4
08-08 04:00:00+02:00,6232.486413,0.57,289.8,292.8
08-08 05:00:00+02:00,6340.20481,310.18,258.2,505.6
08-08 06:00:00+02:00,6574.339035,803.56,166.8,680.2
08-08 07:00:00+02:00,6867.353134,1279.61,224.2,689.2
08-08 08:00:00+02:00,7121.575213,1532.5,74.72,768
08-08 09:00:00+02:00,7287.54323,1788.4,124.21,763.6
08-08 10:00:00+02:00,7485.825767,2036.2,81.4,738.4
08-08 11:00:00+02:00,7669.287631,2246.5,64.21,757.2
08-08 12:00:00+02:00,7873.699276,2295.7,91.72,765.4
08-08 13:00:00+02:00,8119.586984,2224.7,137.71,748.4
08-08 14:00:00+02:00,8292.885258,2025.4,132.61,714.4
08-08 15:00:00+02:00,8369.782465,1731.9,161.12,698.4
08-08 16:00:00+02:00,8256.704104,1203.7,167.41,611.4
08-08 17:00:00+02:00,7981.332326,296.07,321.21,550.8
08-08 18:00:00+02:00,7700.655079,0.57,295.01,429.2
08-08 19:00:00+02:00,7662.569618,0.57,218.3,457.2
08-08 20:00:00+02:00,7413.548316,0.57,238.2,384.6
08-08 21:00:00+02:00,7055.166504,0.57,749.5,256.8
08-08 22:00:00+02:00,6684.366638,0.57,812.3,228
08-08 23:00:00+02:00,6388.334625,0.57,684.4,215.2
08-09 00:00:00+02:00,6160.885747,0.57,579.3,306.8
08-09 01:00:00+02:00,6014.712728,0.57,402.4,283
08-09 02:00:00+02:00,5913.83483,0.57,281.81,286.6
08-09 03:00:00+02:00,5865.082236,0.57,253.5,267.8
08-09 04:00:00+02:00,5852.589453,0.57,263.91,270.8
08-09 05:00:00+02:00,5819.764702,338.09,224.31,305.2
08-09 06:00:00+02:00,6033.889046,906.32,228.71,361.2
08-09 07:00:00+02:00,6392.515078,1491.1,199.71,560.2
08-09 08:00:00+02:00,6798.471171,1955.6,25.31,607.6
08-09 09:00:00+02:00,7136.160705,2208.9,39.21,592.4
08-09 10:00:00+02:00,7456.069685,2356.2,13.01,596.4
08-09 11:00:00+02:00,7730.984875,2432,28,689.6
08-09 12:00:00+02:00,8007.320032,2409.8,31.3,692.6
08-09 13:00:00+02:00,8151.333225,2316.1,16.3,640.8
08-09 14:00:00+02:00,8310.979284,2133.5,13.8,609.2
08-09 15:00:00+02:00,8373.503404,1785.3,12.42,598.2
08-09 16:00:00+02:00,8311.225568,1251.2,43.92,604.2
08-09 17:00:00+02:00,8068.721169,431.16,34.61,591.6
08-09 18:00:00+02:00,7797.850189,0.57,23.22,608.2
08-09 19:00:00+02:00,7731.922056,0.57,54.32,582.8
08-09 20:00:00+02:00,7422.441997,0.57,19.3,500
08-09 21:00:00+02:00,7056.543745,0.57,29.02,490.6
08-09 22:00:00+02:00,6679.988183,0.57,36.92,400
08-09 23:00:00+02:00,6365.718627,0.57,48.42,267.6
08-10 00:00:00+02:00,6123.913328,0.57,35.91,297.2
08-10 01:00:00+02:00,5969.485466,0.57,46.8,295
08-10 02:00:00+02:00,5869.739692,0.57,49.9,292.4
08-10 03:00:00+02:00,5808.739369,0.57,48,293.8
08-10 04:00:00+02:00,5770.33522,0.57,71.7,300.6
08-10 05:00:00+02:00,5714.267858,357.75,86.3,382.6
08-10 06:00:00+02:00,5878.411674,968.2,56.01,455.4
08-10 07:00:00+02:00,6187.537957,1582,41.11,521.8
08-10 08:00:00+02:00,6569.468529,1974.6,30.31,587
08-10 09:00:00+02:00,6932.730925,2214.6,6.91,581
08-10 10:00:00+02:00,7316.758676,2355.8,4.52,599.2
08-10 11:00:00+02:00,7675.100863,2428.2,3.23,589.4
08-10 12:00:00+02:00,7980.337981,2433.2,2.22,603.4
